26	萌宠	猫	书阁夜瞳	Create one premium vertical wallpaper for category 萌宠 / 猫. A curious black cat perched among tall bookshelves under moonlight, surrounded by old books, a warm lamp glow, and floating dust, with no human presence. Premium illustrated wallpaper with soft-focus storybook atmosphere. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, the cat centered safely with a 10-15% margin. No human faces, no hands, no visible text, no watermark, no logo, no border.
27	萌宠	鸟	溪羽停澜	Create one premium vertical wallpaper for category 萌宠 / 鸟. A small blue bird resting by a clear stream among smooth stones, reeds, droplets, and reflective water shimmer, with no human presence. Premium naturalist sketchbook illustration with colored-pencil elegance. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, keep the bird centered safely with a 10-15% margin. No human faces, no hands, no visible text, no watermark, no logo, no border.
28	萌宠	鼠	茶杯探险	Create one premium vertical wallpaper for category 萌宠 / 鼠. A tiny field mouse peeking over the rim of a large teacup in a miniature garden of berries, mushrooms, and mossy paths, with no human presence. Premium whimsical fairy-tale illustration. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, the mouse centered safely with a 10-15% margin. No human faces, no hands, no visible text, no watermark, no logo, no border.
29	风景	大海	荧潮暮湾	Create one premium vertical wallpaper for category 风景 / 大海. A premium seaside wallpaper at twilight with gentle bioluminescent wave lines, dark rocks, and layered clouds where cool and warm light meet. The bay and glowing tide should be the clear focal subject. Polished painterly landscape with a subtle long-exposure feel. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, centered safely with all key elements inside the middle 70-80% area and a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
30	风景	山川	赤峡远行	Create one premium vertical wallpaper for category 风景 / 山川. A vast red canyon landscape with winding mountain roads, layered cliffs, and dramatic sunset glow, evoking epic travel and scale. Premium scenic concept painting for mobile wallpaper. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, keep all major forms centered within the middle 70-80% area and a 10-15% safe margin. No faces, no hands, no visible text, no watermark, no logo, no border.
31	风景	星辰	极光荒原	Create one premium vertical wallpaper for category 风景 / 星辰. A star-filled night over an open plain with sweeping aurora curtains, low rocky ridges, and a lightly snow-dusted ground, vast and lucid. Premium astronomy-inspired scenic art for a phone wallpaper. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, all key elements centered safely with a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
32	风景	森语	瀑雾苔谷	Create one premium vertical wallpaper for category 风景 / 森语. A lush mossy forest canyon with a slender waterfall, wet stones, drifting mist, and rich layered greenery, immersive and fresh. Premium nature-documentary-inspired scenic illustration. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, keep the main waterfall and depth cues centered safely with a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
33	风景	湖泊	秋汀清镜	Create one premium vertical wallpaper for category 风景 / 湖泊. An alpine autumn lake with golden birch trees, crisp reflections, clear water, and cool transparent air, calm and polished. Premium travel-poster-inspired scenic wallpaper. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, all focal elements centered within a safe middle zone and 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
34	风景	花语	紫藤风廊	Create one premium vertical wallpaper for category 风景 / 花语. A dreamy wisteria arcade with hanging blossoms, soft drifting petals, and filtered light creating elegant depth, romantic yet uncluttered. Premium decorative floral illustration for mobile wallpaper. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, keep all major floral elements centered safely with a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
35	风景	阳光	棕影晴辉	Create one premium vertical wallpaper for category 风景 / 阳光. Bright sunlight filtering through palm leaves with layered shadows, warm flares, airy sky, and radiant summery clarity. Premium light-centric scenic wallpaper with poster-like polish. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, all key light patterns centered safely with a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
36	风景	雨景	潮林夜听	Create one premium vertical wallpaper for category 风景 / 雨景. A rainy forest walkway at night with wet wooden bridges, puddle reflections, and cold misty depth, quiet yet slightly dreamlike. Premium watercolor-cinematic landscape mood. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, centered safely with a 10-15% safe margin and no edge crowding. No faces, no hands, no visible text, no watermark, no logo, no border.
37	风景	雪景	冰脊静界	Create one premium vertical wallpaper for category 风景 / 雪景. A pristine icy landscape of blue glacier ridges, wind-carved snow surfaces, and distant cold mist, stark and pure. Premium glacier-inspired scenic art for a phone wallpaper. Strict 9:16 portrait composition for a 1440x2560 phone wallpaper, all major forms centered safely with a 10-15% margin. No faces, no hands, no visible text, no watermark, no logo, no border.
